"PW10001";"Черный";"";"album-13279251_178515453-merge.csv";"S";"M";"L";"XL"
"PW10001";"Красный";"";"album-13279251_178515453-merge.csv";"S";"M";"L";"XL"
"PW10001";"Розовый";"";"album-13279251_178515453-merge.csv";"S";"M";"L";"XL"
